patent_id,title,abstract,applicationdate,publicationdate,prioritydate,google_patents_link
JP2015039342A,"STEM CELL DIFFERENTIATION ASSESSMENT APPARATUS, METHOD, AND PROGRAM","PROBLEM TO BE SOLVED: To make it possible for a cultivator to efficiently and accurately determine undifferentiation/differentiation in a stem cell differentiation assessment apparatus, method, and program for assessing the differentiation of stem cells on the basis of observation images in which an observation region including the stem cells is photographed.SOLUTION: A stem cell differentiation assessment apparatus comprises: an observation image acquisition unit 30 for acquiring at least two observation images in which an observation region including stem cells is photographed in time series; a feature quantity acquisition unit 31 for acquiring at least one feature quantity of the stem cells for each observation image; an assessment unit 32 for assessing whether the stem cells are undifferentiated or differentiated on the basis of the feature quantity; a change information acquisition unit 33 for acquiring information about a change in the feature quantity between the observation images photographed in time series or information about a change in the assessment results from undifferentiation to differentiation between the observation images; and a display control unit 34 for outputting the information about changes in the feature quantity or changes in the assessment results. xxnewline",20130822,20150302,20130822,https://patents.google.com/patent/JP2015039342A/en
CN101759259A,Shuanghuanglian oral liquid for aquatic product culture and a preparing method thereof,"The invention provides a Shuanghuanglian oral liquid for aquatic livestock culture and a preparing method thereof, which relates to the field of aquiculture, in particular to a traditional Chinese medicine product for disinfecting culture water and for aquatic livestock antibacterium by oral administration in the aquatic culturing process. The Shuanghuanglian oral liquid contains active ingredients which are extracted from 250-450 parts of honeysuckle, 250-450 parts of baikal skullcap root and 600-800 parts of forsythia in distilled water which is 10-15 times of the total parts of the ingredients. The preparing method comprises the following steps of: adding the honeysuckle, baikal skullcap root and forsythia together into the distilled water, uniformly mixing and soaking; adding merchant cellulase, uniformly mixing, and performing enzymolysis at the normal temperature; then, conventionally filtering, and conventionally condensing filter liquor to obtain brown supernatant liquid which is the oral liquid. The Shuanghuanglian oral liquid is used for the field of aquiculture, thereby greatly decreasing the labor strength and labor cost of culturists. xxnewline",20081030,20100630,20081030,https://patents.google.com/patent/CN101759259A/en
JP2013145946A,IMAGE READER AND IMAGE FORMATION DEVICE,"PROBLEM TO BE SOLVED: To detect a manuscript size with the use of an inexpensive method for reducing an operation load on a user.SOLUTION: When a platen is closed, a control part allows a scanner part to detect the main scanning directional width of a manuscript on a placement table. A manuscript size selection part extracts a paper size whose vertical or horizontal dimension coincides with the main scanning directional width of a manuscript, that has been detected by the scanner part, from a paper size storage part. A display control part allows a display part to display the extracted paper size. In this case, the display control part reads the use frequencies of the extracted paper size from a use frequency storage part and allows the buttons of paper sizes to be placed in descending order of use frequencies beginning at the top of the display part. When a user selects the button of the corresponding paper size, the manuscript size selection part determines the selected size as a manuscript size. xxnewline",20120113,20130725,20120113,https://patents.google.com/patent/JP2013145946A/en
JP2015020404A,IMAGE FORMATION DEVICE,"PROBLEM TO BE SOLVED: To solve the problem that, although a resource is required to be developed in a virtual memory for each page when using a resource that is shared by pages because processing is made in unit of page in a case where PDF is subjected to page parallel processing, overhead increases process time for each page.SOLUTION: A resource developed in a virtual memory is deleted if it is not used in each CPU core allocation schedule page. To avoid affecting on job time, processing is made by efficiently switching a page allocation method to a CPU core. xxnewline",20130723,20150202,20130723,https://patents.google.com/patent/JP2015020404A/en
JP2012080249A,PIEZOELECTRIC DEVICE,"PROBLEM TO BE SOLVED: To provide a piezoelectric device that prevents a fluctuation in oscillation frequency by reducing a difference in temperature information.SOLUTION: The piezoelectric device includes: an element mounting member comprising a substrate part, a first frame part disposed on one principal surface of the substrate part, and a second frame part disposed on the other principal surface of the substrate part; a piezoelectric vibrator element mounted on piezoelectric vibrator element mounting pads disposed in a first recessed space; a thermistor element mounted on thermistor element mounting pads disposed in a second recessed space; a lid hermetically sealing the first recessed space; and electrode terminals for external connection comprising two paired electrode terminals for the piezoelectric vibrator element and two paired electrode terminals for the thermistor element at four corners of the surface of the second frame part facing in the same direction as the other principal surface of the substrate part. The electrode terminals for the piezoelectric vibrator element are disposed at two corners adjacent on one shorter side of the second frame part, and the electrode terminals for the thermistor element are disposed at the other two corners on the other shorter side of the second frame part. xxnewline",20100930,20120419,20100930,https://patents.google.com/patent/JP2012080249A/en
US2009186970A1,Flame retardant compositions,"The present invention is directed a method of flame retarding a polymeric substrate using a specific group of azo and peroxide derivatives as flame retardants, to flame retardant compositions as well as to novel azo compounds usable as flame retarding compounds xxnewline",20090109,20090723,20031001,https://patents.google.com/patent/US2009186970A1/en
JP2016082175A,SAMARIUM-IRON-NITROGEN BASED MAGNET MOLD AND METHOD FOR MANUFACTURING THE SAME,"PROBLEM TO BE SOLVED: To provide a method for manufacturing a Sm-Fe-N based magnet mold which is increased in quality stability, productivity and processing yield, and is suitable for mass production.SOLUTION: A method for manufacturing a Sm-Fe-N based magnet mold is provided according to the present invention, which comprises: a cold compaction-shaping step where Sm-Fe-N based magnet powder is shaped by a cold compaction method with a surface shaping pressure of 1-5 GPa, thereby obtaining the Sm-Fe-N based magnet mold of a relative density of 80% or larger.SELECTED DRAWING: Figure 1 xxnewline",20141021,20160516,20141021,https://patents.google.com/patent/JP2016082175A/en
US6346796B1,Thermal shut-off device and battery pack,"Contacts 3, 6, which are opened/closed by the displacement of a heat responsive element 7, are interposed between first and second terminals 2, 9, and a heat generating resistor 8 is interposed between the first terminal 9 and a third terminal 10, whereby the heat responsive element 7 is displaced by heat generated when a current is caused to flow in the heat generating resistor 8 via the third terminal 10. xxnewline",20000623,20020212,19990625,https://patents.google.com/patent/US6346796B1/en
CN102787385A,Modified terylene fully drawn yarn with fluorescence effect,"The present invention relates to a preparation method for a modified terylene fully drawn yarn with a fluorescence effect. The method comprises preparation steps of a condensation polymerization modified polyester melt and a preparation process of a direct spinning terylene fully drawn yarn (FDY). In the preparation process of the condensation polymerization modified polyester melt, p-phthalic acid (PTA) and an ethylene glycol (EG) monomer are adopted as raw materials, and nano-titanium dioxide is added to prepare a modified copolyester melt; the resulting polyester melt is directly subjected to melt conveying, extruding with a metering pump and a spinning assembly, air blowing cooling and oiling, then passes through a channel, a first godet and a second godet, and is finally subjected to winding to prepare the nano-calcium carbonate modified terylene fully drawn yarn. The fibers prepared by the method of the present invention have a fluorescence effect, provide a good reflection effect for ultraviolet light, and provide reflectivity of 65-70 for visible light; and the modified terylene fully drawn yarn prepared by the method of the present invention has characteristics of stable fiber shrinkage, uniform dyeing, and excellent spinning performance. xxnewline",20110516,20121121,20110516,https://patents.google.com/patent/CN102787385A/en
JP2009523550A,"A system and a method for making refracting power increase, while raising accommodation amplitude of a human crystalline lens by laser","Accommodation amplitude of a natural crystalline lens is made to increase, and/or a system and a method for changing refracting power of lens material are provided. A method and a system for sending a laser beam to a crystalline lens of an eye by a plurality of patterns are provided generally, and accommodation amplitude and/or refracting power (refractive poser) of a crystalline lens increase as a result. A system and a method of dealing with a presbyopia are provided by making both sides of the pliability of a human crystalline lens, and depth of field of an eye increase. xxnewline",20070119,20090625,20060120,https://patents.google.com/patent/JP2009523550A/en
CN104309960A,Method for manufacturing large fiber reinforced plastic storage tank,"The invention discloses a method for manufacturing a large fiber reinforced plastic storage tank which comprises a base. The method comprises the following steps: a top sealing head and an inner lining board are manufactured, the lining board is butted with the base and the top sealing head and then rolled to be cylindrical, and the seam is sealed; the inner lining board is formed by bonding a glass fiber surface mat, a glass fiber chopped strand mat and a glass fiber fabric; glass fiber tows soaked with an adhesive are continually rolled on the lining board and enabled to form a cylindrical reinforcing layer on the circumference of the lining board; the outer surface of the reinforcing layer is coated with a mixture containing both a protective agent and an adhesion liquid. The lining board of the storage tank is provided with the glass fiber surface mat layer, the glass fiber chopped strand mat layer and the glass fiber fabric layer, and has favorable anticorrosion capability and impermeable performance; the glass fiber tows are wound on the lining board through a winding machine after being soaked in the adhesion liquid, and rotation is performed for slow curing, so that the product has higher strength and rigidity. xxnewline",20140827,20150128,20140827,https://patents.google.com/patent/CN104309960A/en
CN104776537A,Indoor moisture supply system and control method thereof,"The invention relates to an indoor moisture supply system and a control method thereof, and belongs to the field of household appliances. In order to solve the problems that in the prior art, the existing moisture generating device cannot ensure the moisture temperature, and when the moisture temperature is lower than the indoor temperature, the load of an air conditioner can be increased or the effect of a heating device is reduced, the invention provides the indoor moisture supply system and the control method thereof. The indoor moisture supply system comprises a moisture generator, a hot water generator, a hot water pipe, a cold water pipe, a moisture conveying pipe and two pumps, wherein the hot water pipe is used for connecting a hot water outlet of the hot water generator and a hot water inlet of the moisture generator, the cold water pipe is used for connecting a cold water inlet of the hot water generator and a cold water outlet of the moisture generator, the moisture conveying pipe is arranged at the upper end of the moisture generator, and the two pumps are respectively arranged in the hot water pipe and the cold water pipe. After the indoor moisture supply system and the control method are adopted, moisture can be provided for indoor positions, the moisture temperature can be ensured, different hot water generating powers can be adopted according to different required moisture temperatures, the operation efficiency of the device is improved, and the operation cost is reduced. xxnewline",20150316,20150715,20150316,https://patents.google.com/patent/CN104776537A/en
JP2006109019A,ERROR CORRECTION CIRCUIT AND ERROR CORRECTION METHOD,"PROBLEM TO BE SOLVED: To enhance error correction capability by simple structure without increasing processing time and power consumption required in error correction.  SOLUTION: Likelihood of outputted soft data is calculated, positional information including a decoding block number, a symbol number of a soft data symbol with low likelihood is stored in a storage part 15, on the other hand, a decoding block in which a result by performing CRC judgment of a result by performing hard judgment of the outputted soft data has an error is stored in a storage part 17, furthermore, positional information including a decoding block number, a symbol number of the decoding block is stored in a storage part 16, two pieces of the stored positional information are compared with each other, when they coincide, a bit coincide with symbol positional information is inverted by a bit inversion part 19 to the decoding block stored in the storage part 16 from the symbol positional information stored in the storage part 15 and the CRC judgment is performed again by a CRC judgment part 20.  COPYRIGHT: (C)2006,JPO&NCIPI xxnewline",20041004,20060420,20041004,https://patents.google.com/patent/JP2006109019A/en
CN105538535A,Screw for recycling granulator,"The invention provides a screw for a recycling granulator. The screw comprises a fixed rotating shaft, a thread bushing and a cutting shaft sleeve sheathing the outside of the thread bushing; a clamping position is arranged on the fixed rotating shaft; the thread bushing is clamped in the clamping position and comprises a first threaded section, a second threaded section and a third threaded section which are sequentially connected; the diameters of the first threaded section, the second threaded section and the third threaded section are sequentially reduced; the cutting shaft sleeve is connected onto the third threaded section; a plurality of discharge grooves are formed in the axial direction of the inner wall of the cutting shaft sleeve; when the screw works, plastic materials do relative motion between the cutting shaft sleeve and the thread bushing along the trend of the thread bushing; and the plastic materials are torn off and extruded between the discharge grooves and the third threaded section and form plastic particles by the rotation of the thread bushing. No heating and melting process is needed and physical cutting is completely adopted; and in addition, the particles are small in diameter, accord with the production requirement and retain the fogging property of the plastic materials. xxnewline",20160122,20160504,20160122,https://patents.google.com/patent/CN105538535A/en
CN105356326A,Power distribution cabinet provided with foldaway stairway,"The invention discloses a power distribution cabinet provided with a foldaway stairway. The power distribution cabinet comprises a power distribution cabinet body, a power distribution cabinet door and a load bearing frame, wherein the power distribution cabinet door is mounted on one side of the power distribution cabinet body, the load bearing frame is welded on the inner wall of the power distribution cabinet body, a rotating shaft is arranged on the load bearing frame and opposite to hinges of the power distribution cabinet door, the foldaway stairway is connected onto the rotating shaft and provided with flexible support legs, and anti-slip rubber pads are arranged at the tail ends of the flexible support legs. According to the scheme, the foldaway stairway is added inside the power distribution cabinet to facilitate use by construction operator, has a simple accommodating structure, is provided with the flexible support legs with freely adjustable height, has higher compatibility with the power distribution cabinet and is simple, convenient and safe to operate. xxnewline",20151224,20160224,20151224,https://patents.google.com/patent/CN105356326A/en
JP2015042926A,REFRIGERATOR,"PROBLEM TO BE SOLVED: To provide a refrigerator that allows a user to grasp a storage condition in a closed container provided in a storage chamber of the refrigerator without opening the closed container.SOLUTION: A refrigerator 1 according to an embodiment comprises: a closed container 20 that is provided in a refrigerating chamber 11 serving as a storage chamber and forms a closed space 20b; and an imaging camera serving as imaging means that images the closed space 20b. Because an image is affected if an oxygen reducing device for adjusting an oxygen concentration in the closed space is operated, imaging is performed in conjunction with the timing of its operation. xxnewline",20130826,20150305,20130826,https://patents.google.com/patent/JP2015042926A/en
CN102225622A,Production apparatus and extrusion technology of novel clad pipe,"The invention relates to a production apparatus and an extrusion technology of a novel clad pipe. The production apparatus comprises an extrusion production line apparatus for production of an inner layer and an external layer of an enhanced clad pipe, winders for winding and preheating a long fiber strip, a center locating frame for controlling a fibrous strip winding to cause tilt of an inner pipe, and a heating box for heating the inner pipe wound with the fibrous strip. According to the invention, two winders are configured between an inner pipe extrusion line and an external layer extrusion cladding die head and used alternately; when a fibrous strip on one winder is using up, the other winder is initiated rapidly to ensure continuous and stabilized production of the enhanced clad pipe. In the invention, a winding packaging technology is upgraded and reconstructed to combine with a cladding double-layer extrusion technology. A foreign complex technology requiring a special windercan be substituted to raise operation convenience, promote generalization of the technology and fill domestic technical blank of continuous fiber winding enhanced clad pipe. Therefore, the technologyof the invention is suitable for industrialized popularization. xxnewline",20110526,20111026,20110526,https://patents.google.com/patent/CN102225622A/en
EP1434455A1,Code-power measurement for dynamic channel allocation,"Resource units are assigned within a cell of a wireless time division duplex communication system using code division multiple access. Each resource units is associated with a time slot and a code. For selected ones of the cell's resource units, the code interference level is measured during that unit's time slot and using that unit's code. The code interference level is compared to a threshold to determine whether that unit has an acceptable code interference level. Resource units are assigned to communications out of the unit's having acceptable interference levels. <IMAGE> xxnewline",20010706,20040630,20000710,https://patents.google.com/patent/EP1434455A1/en
US2011003931A1,Modified Titanium Dioxide,"An encapsulated titanium dioxide comprising an intimate mixture of A) crude titanium dioxide in finely divided particulate form, and B) from 0.1 wt % to 10 wt %, based on the wt % of titanium dioxide of at least one (meth)acrylic polymer and method of preparation. xxnewline",20091218,20110106,20081218,https://patents.google.com/patent/US2011003931A1/en
CN105458412A,METHOD AND DEVICE FOR CHAMFERING AND DEBURRING TOOTHED WORKPIECES,"The present disclosure relates to a method and to an apparatus for chamfering and deburring gear cut workpieces, especially of large-volume gear cut workpieces, using a deburring apparatus which is arranged on or at the cutting head of a gear cutting machine and which at least partially utilizes the machine axes of the gear cutting machine to chamfer and to deburr gear teeth along a tooth contour. xxnewline",20150929,20160406,20140930,https://patents.google.com/patent/CN105458412A/en
US2006078408A1,System for manufacturing a flat panel display,"An air current generated at a movement road does not flow into a shelf while a crane moves along the movement road since a system for manufacturing a flat display panel includes: a shelf positioned to both sides of a movement road, and accommodating a cassette; and a crane, moving along the movement road, transferring the cassette to the shelf and extracting the cassette therefrom; and a blocking pate mounted to both side portions of the crane so as to prevent air current from flowing into the crane. xxnewline",20051007,20060413,20041008,https://patents.google.com/patent/US2006078408A1/en
JP2002116996A,"COOPERATIVE WORK SUPPORTING METHOD AND SYSTEM, CLIENT TERMINAL EQUIPMENT FOR COOPERATIVE WORK, COOPERATIVE WORK COORDINATOR AND RECORDING MEDIUM","PROBLEM TO BE SOLVED: To provide a cooperative work supporting method and system for simultaneously handling moving images at plural spots by real time responses and to provide a client terminal equipment for cooperative work, a cooperative work coordinator and a recording medium. SOLUTION: The plural pieces of the client terminal equipment 30 and the cooperative work coordinator 20 are connected to a network 1 and a moving image file to be used in the cooperative work is prepared in the respective pieces of the client terminal equipment 30. The moving image file is opened in the respective pieces of the client terminal equipment 30, event information generated in each client terminal equipment 30 is transmitted through the cooperative work coordinator to the other client terminal equipment 30 and picture including the moving image is updated in the respective pieces of the client terminal equipment 30. xxnewline",20001005,20020419,20001005,https://patents.google.com/patent/JP2002116996A/en
JPH11113861A,ELECTRONIC SPHYGMOMANOMETER,"PROBLEM TO BE SOLVED: To provide an electronic sphygmomanometer of an indirect and continuous measurement type which is more highly precise than the conventional one. SOLUTION: This sphygmomanometer detects an organism signal in measuring the blood pressure (ST2), judges whether the amplitude of the organism signal is within a prescribed range (ST3), and if it is not in the prescribed range, the blood pressure is calculated (ST4). If the amplitude of the organism signal is in the prescribed range, the measurement is stopped (ST7), an alarm lamp is lit (ST8), and buzzer is sounded (ST9). xxnewline",19971009,19990427,19971009,https://patents.google.com/patent/JPH11113861A/en
JPWO2016157412A1,Semiconductor device,"A semiconductor device is provided with an SRAM circuit. An SRAM circuit includes the 1st potential control circuit (16) for controlling the potential of the memory array (11) by which a plurality of memory cells (MC) were arranged in the shape of a procession, the grounding wiring (ARVSS) to which each memory cell (MC) was connected in common, and grounding wiring (ARVSS) according to operational mode. The 1st potential control circuit (16) contains the 1st NMOS transistor (NM10) and 1st PMOS transistor (PM10) that were mutually connected in parallel between the grounding node (VSS) and grounding wiring (ARVSS) which give earth potentials. xxnewline",20150331,20170727,20150331,https://patents.google.com/patent/JPWO2016157412A1/en
JP2015111222A,"LIGHTING DEVICE, OPTICAL INSPECTION APPARATUS, AND OPTICAL MICROSCOPE","PROBLEM TO BE SOLVED: To provide a lighting device capable of radiating uniform illumination light without unevenness while suppressing loss of a light quantity, and suitably used particularly when a point light source is advanced.SOLUTION: A lighting device comprises: a light source 2 for emitting light La; a multiple reflection element 4 for receiving light Lc from a light incident surface 4a, subjecting the light Lc with multiple reflection inside the multiple reflection element 4, thereafter emitting the light Lc from a light emitting surface 4b; an optical element 3 for changing light angle distribution of light Lb; and a light diffusion element 5 for diffusing light Ld emitted from the light emitting surface 4b of the multiple reflection element 4. xxnewline",20131206,20150618,20131206,https://patents.google.com/patent/JP2015111222A/en
JP2005269871A,HYBRID VEHICLE,"PROBLEM TO BE SOLVED: To provide a hybrid vehicle capable of preventing the charged state of a battery from being lowered due to unnecessarily long duration of powering operation.  SOLUTION: The hybrid vehicle is arranged to drive a travel unit 3 from a power source of an engine 1 and a motor 2. When a means H for controlling the operating state of a vehicle determines that conditions for performing powering operation are satisfied based on the information of the operating amount of an accelerator, powering operation is executed. When a powering sustention time for sustaining powering operation reaches a set upper limit time after starting powering operation, operation of the motor 2 is controlled to stop powering operation even if the conditions for performing powering operation are satisfied.  COPYRIGHT: (C)2005,JPO&NCIPI xxnewline",20040322,20050929,20040322,https://patents.google.com/patent/JP2005269871A/en
JP2014038074A,RADIATION ANALYSIS APPARATUS AND METHOD,PROBLEM TO BE SOLVED: To provide a radiation analysis apparatus that accurately corrects sensitivity even when the number of signal pulses is large and can perform analysis at a high energy resolution.SOLUTION: The radiation analysis apparatus includes: a TES 1 for detecting radiation; a current detecting mechanism 4 for detecting current flowing through the TES 1; a pulse height analyzer 5 for measuring the pulse height value on the basis of the current detected by the current detecting mechanism 4; a first heater 20 for heating the TES 1 so that the temperature of the TES 1 becomes constant; and a sensitivity correction part 7 for correcting the sensibility of the TES 1 on the basis of the relationship between a previously obtained output of the first heater 20 and the pulse height value measured by the pulse height analyzer 5. xxnewline,20120820,20140227,20120820,https://patents.google.com/patent/JP2014038074A/en
JP2016211263A,EAVES GUTTER SUPPORT,"PROBLEM TO BE SOLVED: To provide an eaves gutter support capable of easily adjusting an inclination of an eaves gutter.SOLUTION: An eaves gutter support 1 has an installation part 1A, which is fixed on eaves, and a support body 1B, which is connected to the installation part 1A and a rotation fixing part 1C, which is disposed between the installation part 1A and the support body 1B. The support body has a gutter receiving part 5, which protrudes from the installation part side in substantially horizontal direction and can support the eaves gutter from below, and a flat gear part 4, which is disposed on the installation part side of the gutter receiving part and has multiple teeth part 43 in parallel with a direction perpendicular to the protrusion direction of the gutter receiving part. The support body can rotate around a horizontal direction perpendicular to the protrusion direction of the gutter receiving part using the flat gear part as a support shaft. The rotation fixing part has a fitting part 82, which can fit to the teeth parts of the flat gear part, and is fixed in a state where the rotation of the support body is inhibited by fitting the fitting part of the rotation fixing part and the teeth part of the flat gear part.SELECTED DRAWING: Figure 1 xxnewline",20150511,20161215,20150511,https://patents.google.com/patent/JP2016211263A/en
US5489210A,Expanding dental implant and method for its use,"The technical field of the invention generally concerns an expandable dental implant for receiving and supporting a dental prosthesis. The expandable dental implant, securable within a bore formed into bone of a patient's jaw, includes an elongated, hollow, tubular barrel having both an attachment end and an insertion end. The barrel has both a threaded interior surface for screwing the implant into the bore, and a threaded exterior surface for receiving a threaded expander screw. The barrel is pierced about its insertion end by a plurality of radial slits spaced circumferentially around the barrel. The interior surface of the barrel at the insertion end is formed with a smaller diameter than the diameter of the interior surface of the barrel at the attachment end. The expander screw and the interior surface of the barrel are shaped so advancement of the expander screw along the barrel toward the insertion end causes an end surface of the expander screw to collide with the interior surface of the barrel, and to expand the insertion end outward into the surrounding bone. xxnewline",19940513,19960206,19940513,https://patents.google.com/patent/US5489210A/en
JP2003306264A,PAPER SHEET STACKER,"PROBLEM TO BE SOLVED: To provide a paper sheet stacker stacking paper sheets assuredly and in a stabled position.  SOLUTION: This stacker 1 for mail has a containing portion 2 that contains mail P collected in an upright position, a backup plate 10 that is in contact with an end of the collected mail P in a stacked direction and that energizes the mail matters P to the stacked direction, and a pushing roller 14 placed at a position in contact with, pushing the other end of the collected mail P. The roller 14 is rotated at a peripheral speed Vr slower than the conveying speed V of the mail P sent to the containing portion 2.  COPYRIGHT: (C)2004,JPO xxnewline",20020412,20031028,20020412,https://patents.google.com/patent/JP2003306264A/en
CN102562726A,"Locking device, crossing beam, bogie and railway wagon","The invention provides a locking device, a crossing beam, a bogie and a railway wagon. The locking device comprises a first lock rod and a second lock rod which are arranged parallel to each other, wherein the length of the first lock rod is greater than that of the second lock rod; a bridging piece is connected between end parts on the same side of the first lock rod and the second lock rod; an axial blocking piece is arranged at one end of the first lock rod far away from the bridging piece; and a spring is arranged on the outer side of the first lock rod in an insertion mode, is positioned between the bridging piece and the axial blocking piece and is matched with the axial blocking piece in a blocking mode. By the locking device, an adjustment base plate can be connected to a contact plate in a detachable mode and is easy to remove and replace, and the contact plate and a cross beam body cannot be damaged, so that the service life of the bogie and the railway wagon is prolonged. xxnewline",20120116,20120711,20120116,https://patents.google.com/patent/CN102562726A/en
JP2010028517A,METHOD OF MANUFACTURING ELASTIC WAVE APPARATUS AND ELASTIC WAVE APPARATUS,"PROBLEM TO BE SOLVED: To obtain a method of manufacturing an elastic wave apparatus by which electrode materials hardly corrode in resist development and reliability in electrical connection is improved.  SOLUTION: The method of manufacturing an elastic wave apparatus, includes the steps of: forming a first electrode 3 constituted of a first layered conductive film obtained by layering a plurality of metal films on an upper surface of a piezoelectric substrate 1; and forming a resist layer after forming the first electrode 3, and performing patterning while using a developer to form the resist pattern layer 4 having an opening 4a; wherein, prior to the development processing, an insulating film 6 is formed to cover a side surface portion of the first electrode 3 that may be exposed in a portion wherein the opening 4a is formed, and development processing is performed while protecting the side surface of the first electrode 3 with the insulating film 6.  COPYRIGHT: (C)2010,JPO&INPIT xxnewline",20080722,20100204,20080722,https://patents.google.com/patent/JP2010028517A/en
EP2391179A1,Management of mobile hotspot connections,"A system and method implemented at a communication device or mobile hotspot device for providing access to data services over a wireless communication network to one or more user devices. The communication or hotspot device is adapted to provide router, mobile hotspot-type or ad hoc networking functions to user devices such as laptops, tablets, and other entertainment and productivity devices adapted to communicate over a wireless LAN and to provide access to broadband data services. The data services provided over the network may be subject to one or more data allowances or data transfer limits. The communication or hotspot device is adapted to manage the user device connections and data transfer to and from the communication device within the data allowances or according to predetermined prioritization. xxnewline",20101015,20111130,20100531,https://patents.google.com/patent/EP2391179A1/en
JP2000270051A,METHOD FOR RECEIVING CALL FOR VEHICLE AND ITS SYSTEM,"PROBLEM TO BE SOLVED: To receive a call by taking safety driving into account even when a call is received in the case that a drive load of a vehicle is, e.g. heavy by obtaining a drive load around the time of the arrival of an incoming call when receiving a call from another system so as to select a proper ringer mode in response to the obtained drive load. SOLUTION: When a PHS terminal, a mobile phone or a general subscriber telephone set calls a vehicle terminal, an on-vehicle communication unit 13 receives this call. When the on-vehicle communication unit 13 accepts this call, a vehicle server 15 obtains a drive load around the time when the call is received and discriminates a ringer condition relating to whether or not a call reception ringer is to be used on the basis of the quantity of the obtained drive load. When the drive load is light, the vehicle server 15 regards it that safety drive cannot be lost even when the call reception ringer is used. When the drive load is heavy, the vehicle server 15 regards it that safety drive can be lost even when the call reception ringer is used and suppress the use of the call reception ringer. xxnewline",19990805,20000929,19990112,https://patents.google.com/patent/JP2000270051A/en
CN201231477Y,Apparatus for mounting solar water heater vacuum tube fastener,The utility model provides a technical proposal for a solar water heater vacuum tube clip installing device. The solar water heater vacuum tube clip installing device is characterized in that the solar water heater vacuum tube clip installing device is provided with a clip holding circular tube and a clip pushing circular tube which are different in diameter; the diameter of the clip holding circular tube is bigger than that of the clip pushing circular tube; the clip pushing circular tube is arranged in the clip holding circular tube; the length of the clip pushing circular tube is bigger than that of the clip holding circular tube; positioning tubes with diameter smaller than that of the clip pushing circular tube are respectively fixed at two ends of the clip pushing circular tube. The solar water heater vacuum tube clip installing device can quickly put the spring clip in the vacuum tube effectively. xxnewline,20080718,20090506,20080718,https://patents.google.com/patent/CN201231477Y/en
US2016145745A1,FORMALDEHYDE-FREE ELECTROLESS METAL PLATING COMPOSITIONS AND METHODS,"Formaldehyde-free electroless metal plating solutions include glyoxylic acid or salts thereof in combination with tertiary amines which stabilize the glyoxylic acid and salts. The electroless metal plating solutions are environmentally friendly, stable and deposit bright metal deposits on substrates. xxnewline",20141124,20160526,20141124,https://patents.google.com/patent/US2016145745A1/en
JP2009247615A,GAME MACHINE,"PROBLEM TO BE SOLVED: To improve interest in a game when executing the performance of making a motif form appear in a notice performance.  SOLUTION: A microcomputer 100 for performance control determines to turn the display form of the notice performance determined to be executed to a special display form for making the motif form (prescribed pattern or color or the like) appear by a higher ratio when it is determined to be a jackpot than when it is determined not to be the jackpot. Also, the number of the notice performances to be executed in the special display form of making the motif form appear is increased by a higher ratio when it is determined to be the jackpot than when it is determined not to be the jackpot. Thus, not only the motif form is made to appear in the notice performance to report an expectation degree but also the expectation degree corresponding to the number of the notice performances in which the motif form appears is reported.  COPYRIGHT: (C)2010,JPO&INPIT xxnewline",20080407,20091029,20080407,https://patents.google.com/patent/JP2009247615A/en
CN106171655A,Parallel multi-fence Hakka-round-house-type greenhouse,"The invention provides a parallel multi-fence Hakka-round-house-type greenhouse, comprising n parallel arch-type plastic greenhouses, (n-1) parallel insect-proof screen greenhouses and ventilating doors, wherein one insect-proof screen greenhouse is connected between every two arch-type plastic sheds; the plastic arch-type greenhouses are connected with the insect-proof screen greenhouses through the ventilating doors arranged on the arch-type plastic greenhouses. The parallel multi-fence Hakka-round-house-type shed provided by the invention has the advantages that the greenhouse is warm in winter and cool in summer by utilization of a structure similar to a Hakka round house; the insect-proof screen greenhouses, the arch-type plastic greenhouse and vents are reasonably arranged and connected, so that better ventilation and backflow are realized, and a better environment is provided for crop growth. xxnewline",20160719,20161207,20160719,https://patents.google.com/patent/CN106171655A/en
US2012330994A1,Systems and Methods for Inter-Object Pattern Matching,"Systems and methods are disclosed for identifying objects from a collection of objects of diverse types that match a pattern. In one implementation, a system includes a processor and a memory. The memory stores instructions that cause the processor to receive a pattern input text identifying the pattern to be matched. The pattern input text comprises one or more conditions and a match statement. The processor also receives a collection of objects of diverse types, where each object comprises at least an attribute and a value associated with the attribute. The processor analyzes each object to determine whether the object satisfies the match statement based on an application of the one or more conditions to the attributes and attribute values for the object. If the processor determines that the object satisfies the match statement, the processor creates an output comprising an indication of the object and the conditions that caused the match statement to be satisfied. xxnewline",20110622,20121227,20110622,https://patents.google.com/patent/US2012330994A1/en
