id,battery_id,equipment_id,battery_charge_type_txt_id,eqlz_status_txt_id,charge_start_dt,charge_start_dt_tz_id,charge_start_dt_wall,charge_end_dt,charge_end_dt_tz_id,charge_end_dt_wall,charge_amp_hours,dischrg_start_dt,dischrg_start_dt_tz_id,dischrg_start_dt_wall,dischrg_start_bdi,dischrg_start_battery_volts,dischrg_end_dt,dischrg_end_dt_tz_id,dischrg_end_dt_wall,dischrg_end_bdi,dischrg_end_battery_volts,dischrg_amp_hours,dischrg_work_accum_sec,insert_dt
172083,266,NULL,CHN,NTEQL,26:11.0,142,26:11.0,27:17.0,142,27:17.0,0.3,27:18.0,142,27:18.0,100,37.7,27:48.0,142,27:48.0,100,37.7,0,0,48:55.9
172084,266,NULL,CHN,NTEQL,27:48.0,142,27:48.0,28:49.0,142,28:49.0,0.3,28:50.0,142,28:50.0,100,37.7,29:20.0,142,29:20.0,100,37.7,0,0,50:29.7
172085,266,NULL,CHN,NTEQL,29:20.0,142,29:20.0,30:26.0,142,30:26.0,0.3,30:27.0,142,30:27.0,100,37.7,30:57.0,142,30:57.0,100,37.7,0,0,52:14.3
172086,266,NULL,CHN,NTEQL,30:57.0,142,30:57.0,31:58.0,142,31:58.0,0.3,31:59.0,142,31:59.0,100,37.7,32:29.0,142,32:29.0,100,37.7,0,0,53:42.5
172087,266,NULL,CHN,NTEQL,32:29.0,142,32:29.0,33:35.0,142,33:35.0,0.3,33:36.0,142,33:36.0,100,37.7,34:06.0,142,34:06.0,100,37.7,0,0,55:32.3
172088,266,NULL,CHN,NTEQL,34:06.0,142,34:06.0,35:07.0,142,35:07.0,0.3,35:08.0,142,35:08.0,100,37.7,35:38.0,142,35:38.0,100,37.7,0,0,56:55.1
172089,266,NULL,CHN,NTEQL,35:38.0,142,35:38.0,36:44.0,142,36:44.0,0.3,36:45.0,142,36:45.0,100,37.7,37:15.0,142,37:15.0,100,37.7,0,0,58:41.2
172090,266,NULL,CHN,NTEQL,37:15.0,142,37:15.0,38:16.0,142,38:16.0,0.3,38:17.0,142,38:17.0,100,37.7,38:47.0,142,38:47.0,100,37.7,0,0,00:07.9
172091,266,NULL,CHN,NTEQL,38:47.0,142,38:47.0,39:53.0,142,39:53.0,0.3,39:54.0,142,39:54.0,100,37.7,40:24.0,142,40:24.0,100,37.7,0,0,01:52.3
172092,266,NULL,CHN,NTEQL,40:24.0,142,40:24.0,41:25.0,142,41:25.0,0.3,41:26.0,142,41:26.0,100,37.7,41:56.0,142,41:56.0,100,37.7,0,0,03:20.5
172093,266,NULL,CHN,NTEQL,41:56.0,142,41:56.0,43:02.0,142,43:02.0,0.3,43:03.0,142,43:03.0,100,37.7,43:33.0,142,43:33.0,100,37.7,0,0,04:59.5
172094,266,NULL,CHN,NTEQL,43:33.0,142,43:33.0,44:34.0,142,44:34.0,0.3,44:35.0,142,44:35.0,100,37.7,45:05.0,142,45:05.0,100,37.7,0,0,06:33.6
172095,266,NULL,CHN,NTEQL,45:05.0,142,45:05.0,46:11.0,142,46:11.0,0.3,46:12.0,142,46:12.0,100,37.7,46:42.0,142,46:42.0,100,37.7,0,0,08:12.1
172096,266,NULL,CHN,NTEQL,46:42.0,142,46:42.0,47:43.0,142,47:43.0,0.3,47:44.0,142,47:44.0,100,37.7,48:14.0,142,48:14.0,100,37.7,0,0,09:45.9
172097,266,NULL,CHN,NTEQL,48:14.0,142,48:14.0,49:20.0,142,49:20.0,0.3,49:21.0,142,49:21.0,100,37.7,49:51.0,142,49:51.0,100,37.7,0,0,11:24.7
172098,266,NULL,CHN,NTEQL,49:51.0,142,49:51.0,50:52.0,142,50:52.0,0.3,50:53.0,142,50:53.0,100,37.7,51:23.0,142,51:23.0,100,37.7,0,0,12:58.7
172099,266,NULL,CHN,NTEQL,51:23.0,142,51:23.0,52:29.0,142,52:29.0,0.3,52:30.0,142,52:30.0,100,37.7,53:00.0,142,53:00.0,100,37.7,0,0,14:37.5
172100,266,NULL,CHN,NTEQL,53:00.0,142,53:00.0,54:01.0,142,54:01.0,0.3,54:02.0,142,54:02.0,100,37.7,54:32.0,142,54:32.0,100,37.7,0,0,16:12.6
172101,266,NULL,CHN,NTEQL,54:32.0,142,54:32.0,55:38.0,142,55:38.0,0.3,55:39.0,142,55:39.0,100,37.7,56:09.0,142,56:09.0,100,37.7,0,0,17:50.9
172102,266,NULL,CHN,NTEQL,56:09.0,142,56:09.0,57:10.0,142,57:10.0,0.3,57:11.0,142,57:11.0,100,37.7,57:41.0,142,57:41.0,100,37.7,0,0,19:24.0
172103,266,NULL,CHN,NTEQL,57:41.0,142,57:41.0,58:47.0,142,58:47.0,0.3,58:48.0,142,58:48.0,100,37.7,59:18.0,142,59:18.0,100,37.7,0,0,21:02.9
172104,266,NULL,CHN,NTEQL,59:18.0,142,59:18.0,00:19.0,142,00:19.0,0.3,00:20.0,142,00:20.0,100,37.7,00:50.0,142,00:50.0,100,37.7,0,0,22:38.4
172105,266,NULL,CHN,NTEQL,00:50.0,142,00:50.0,01:56.0,142,01:56.0,0.3,01:57.0,142,01:57.0,100,37.7,02:27.0,142,02:27.0,100,37.7,0,0,24:15.7
172106,266,NULL,CHN,NTEQL,02:27.0,142,02:27.0,03:28.0,142,03:28.0,0.3,03:29.0,142,03:29.0,100,37.7,03:59.0,142,03:59.0,100,37.7,0,0,25:50.1
172107,266,NULL,CHN,NTEQL,03:59.0,142,03:59.0,05:05.0,142,05:05.0,0.3,05:06.0,142,05:06.0,100,37.7,05:36.0,142,05:36.0,100,37.7,0,0,27:28.3
172108,266,NULL,CHN,NTEQL,05:36.0,142,05:36.0,06:37.0,142,06:37.0,0.3,06:38.0,142,06:38.0,100,37.7,07:08.0,142,07:08.0,100,37.7,0,0,29:02.1
172109,266,NULL,CHN,NTEQL,07:08.0,142,07:08.0,08:14.0,142,08:14.0,0.3,08:15.0,142,08:15.0,100,37.7,08:45.0,142,08:45.0,100,37.7,0,0,30:40.9
172110,266,NULL,CHN,NTEQL,08:45.0,142,08:45.0,09:46.0,142,09:46.0,0.3,09:47.0,142,09:47.0,100,37.7,10:17.0,142,10:17.0,100,37.7,0,0,32:18.5
172111,266,NULL,CHN,NTEQL,10:17.0,142,10:17.0,11:23.0,142,11:23.0,0.3,11:24.0,142,11:24.0,100,37.7,11:54.0,142,11:54.0,100,37.7,0,0,34:05.4
172112,266,NULL,CHN,NTEQL,11:54.0,142,11:54.0,12:55.0,142,12:55.0,0.3,12:56.0,142,12:56.0,100,37.7,13:26.0,142,13:26.0,100,37.7,0,0,35:29.6
172113,266,NULL,CHN,NTEQL,13:26.0,142,13:26.0,14:32.0,142,14:32.0,0.3,14:33.0,142,14:33.0,100,37.7,15:03.0,142,15:03.0,100,37.7,0,0,37:06.9
172114,266,NULL,CHN,NTEQL,15:03.0,142,15:03.0,16:04.0,142,16:04.0,0.3,16:05.0,142,16:05.0,100,37.7,16:35.0,142,16:35.0,100,37.7,0,0,38:46.1
172115,266,NULL,CHN,NTEQL,16:35.0,142,16:35.0,17:41.0,142,17:41.0,0.3,17:42.0,142,17:42.0,100,37.7,18:12.0,142,18:12.0,100,37.7,0,0,40:25.1
172116,266,NULL,CHN,NTEQL,18:12.0,142,18:12.0,19:13.0,142,19:13.0,0.3,19:14.0,142,19:14.0,100,37.7,19:44.0,142,19:44.0,100,37.7,0,0,41:58.9
172117,266,NULL,CHN,NTEQL,19:44.0,142,19:44.0,20:50.0,142,20:50.0,0.3,20:51.0,142,20:51.0,100,37.7,21:21.0,142,21:21.0,100,37.7,0,0,43:44.4
172118,266,NULL,CHN,NTEQL,21:21.0,142,21:21.0,22:22.0,142,22:22.0,0.3,22:23.0,142,22:23.0,100,37.7,22:53.0,142,22:53.0,100,37.7,0,0,45:12.0
172119,266,NULL,CHN,NTEQL,22:53.0,142,22:53.0,23:59.0,142,23:59.0,0.3,24:00.0,142,24:00.0,100,37.7,24:30.0,142,24:30.0,100,37.7,0,0,46:56.4
172120,266,NULL,CHN,NTEQL,24:30.0,142,24:30.0,25:31.0,142,25:31.0,0.3,25:32.0,142,25:32.0,100,37.7,26:02.0,142,26:02.0,100,37.7,0,0,48:24.3
172121,266,NULL,CHN,NTEQL,26:02.0,142,26:02.0,27:08.0,142,27:08.0,0.3,27:09.0,142,27:09.0,100,37.7,27:39.0,142,27:39.0,100,37.7,0,0,50:03.1
172122,266,NULL,CHN,NTEQL,27:39.0,142,27:39.0,28:40.0,142,28:40.0,0.3,28:41.0,142,28:41.0,100,37.7,29:11.0,142,29:11.0,100,37.7,0,0,51:36.9
172123,266,NULL,CHN,NTEQL,29:11.0,142,29:11.0,30:17.0,142,30:17.0,0.3,30:18.0,142,30:18.0,100,37.7,30:48.0,142,30:48.0,100,37.7,0,0,53:15.9
172124,266,NULL,CHN,NTEQL,30:48.0,142,30:48.0,31:49.0,142,31:49.0,0.3,31:50.0,142,31:50.0,100,37.7,32:20.0,142,32:20.0,100,37.7,0,0,54:49.8
172125,266,NULL,CHN,NTEQL,32:20.0,142,32:20.0,33:26.0,142,33:26.0,0.3,33:27.0,142,33:27.0,100,37.7,33:57.0,142,33:57.0,100,37.7,0,0,56:29.0
172126,266,NULL,CHN,NTEQL,33:57.0,142,33:57.0,34:58.0,142,34:58.0,0.3,34:59.0,142,34:59.0,100,37.7,35:29.0,142,35:29.0,100,37.7,0,0,58:02.5
172127,266,NULL,CHN,NTEQL,35:29.0,142,35:29.0,36:35.0,142,36:35.0,0.3,36:36.0,142,36:36.0,100,37.7,37:06.0,142,37:06.0,100,37.7,0,0,59:41.3
172128,266,NULL,CHN,NTEQL,37:06.0,142,37:06.0,38:07.0,142,38:07.0,0.3,38:08.0,142,38:08.0,100,37.7,38:38.0,142,38:38.0,100,37.7,0,0,01:15.1
172129,266,NULL,CHN,NTEQL,38:38.0,142,38:38.0,39:44.0,142,39:44.0,0.3,39:45.0,142,39:45.0,100,37.7,40:15.0,142,40:15.0,100,37.7,0,0,02:54.1
172130,266,NULL,CHN,NTEQL,40:15.0,142,40:15.0,41:16.0,142,41:16.0,0.3,41:17.0,142,41:17.0,100,37.7,41:47.0,142,41:47.0,100,37.7,0,0,04:28.5
172131,266,NULL,CHN,NTEQL,41:47.0,142,41:47.0,42:53.0,142,42:53.0,0.3,42:54.0,142,42:54.0,100,37.7,43:24.0,142,43:24.0,100,37.7,0,0,06:06.7
172132,266,NULL,CHN,NTEQL,43:24.0,142,43:24.0,44:25.0,142,44:25.0,0.3,44:26.0,142,44:26.0,100,37.7,44:56.0,142,44:56.0,100,37.7,0,0,07:40.5
172133,266,NULL,CHN,NTEQL,44:56.0,142,44:56.0,46:02.0,142,46:02.0,0.3,46:03.0,142,46:03.0,100,37.7,46:33.0,142,46:33.0,100,37.7,0,0,09:31.4
172134,266,NULL,CHN,NTEQL,46:33.0,142,46:33.0,47:34.0,142,47:34.0,0.3,47:35.0,142,47:35.0,100,37.7,48:05.0,142,48:05.0,100,37.7,0,0,10:54.6
172135,266,NULL,CHN,NTEQL,48:05.0,142,48:05.0,49:11.0,142,49:11.0,0.3,49:12.0,142,49:12.0,100,37.7,49:42.0,142,49:42.0,100,37.7,0,0,12:44.5
172136,266,NULL,CHN,NTEQL,49:42.0,142,49:42.0,50:43.0,142,50:43.0,0.3,50:44.0,142,50:44.0,100,37.7,51:14.0,142,51:14.0,100,37.7,0,0,14:07.5
172137,266,NULL,CHN,NTEQL,51:14.0,142,51:14.0,52:20.0,142,52:20.0,0.3,52:21.0,142,52:21.0,100,37.7,52:51.0,142,52:51.0,100,37.7,0,0,15:56.4
172138,266,NULL,CHN,NTEQL,52:51.0,142,52:51.0,53:52.0,142,53:52.0,0.3,53:53.0,142,53:53.0,100,37.7,54:23.0,142,54:23.0,100,37.7,0,0,17:20.7
172139,266,NULL,CHN,NTEQL,54:23.0,142,54:23.0,55:29.0,142,55:29.0,0.3,55:30.0,142,55:30.0,100,37.7,56:00.0,142,56:00.0,100,37.7,0,0,18:57.5
172140,266,NULL,CHN,NTEQL,56:00.0,142,56:00.0,57:01.0,142,57:01.0,0.3,57:02.0,142,57:02.0,100,37.7,57:32.0,142,57:32.0,100,37.7,0,0,20:32.6
172141,266,NULL,CHN,NTEQL,57:32.0,142,57:32.0,58:38.0,142,58:38.0,0.3,58:39.0,142,58:39.0,100,37.7,59:09.0,142,59:09.0,100,37.7,0,0,22:16.1
172142,266,NULL,CHN,NTEQL,59:09.0,142,59:09.0,00:10.0,142,00:10.0,0.3,00:11.0,142,00:11.0,100,37.7,00:41.0,142,00:41.0,100,37.7,0,0,23:45.5
172143,266,NULL,CHN,NTEQL,00:41.0,142,00:41.0,01:47.0,142,01:47.0,0.3,01:48.0,142,01:48.0,100,37.7,02:18.0,142,02:18.0,100,37.7,0,0,25:29.0
172144,266,NULL,CHN,NTEQL,02:18.0,142,02:18.0,03:19.0,142,03:19.0,0.3,03:20.0,142,03:20.0,100,37.7,03:50.0,142,03:50.0,100,37.7,0,0,26:58.5
172145,266,NULL,CHN,NTEQL,03:50.0,142,03:50.0,04:56.0,142,04:56.0,0.3,04:57.0,142,04:57.0,100,37.7,05:27.0,142,05:27.0,100,37.7,0,0,28:47.4
172146,266,NULL,CHN,NTEQL,05:27.0,142,05:27.0,06:28.0,142,06:28.0,0.3,06:29.0,142,06:29.0,100,37.7,06:59.0,142,06:59.0,100,37.7,0,0,30:15.5
172147,266,NULL,CHN,NTEQL,06:59.0,142,06:59.0,08:05.0,142,08:05.0,0.3,08:06.0,142,08:06.0,100,37.7,08:36.0,142,08:36.0,100,37.7,0,0,32:00.5
172148,266,NULL,CHN,NTEQL,08:36.0,142,08:36.0,09:37.0,142,09:37.0,0.3,09:38.0,142,09:38.0,100,37.7,10:08.0,142,10:08.0,100,37.7,0,0,33:28.0
172149,266,NULL,CHN,NTEQL,10:08.0,142,10:08.0,11:14.0,142,11:14.0,0.3,11:15.0,142,11:15.0,100,37.7,11:45.0,142,11:45.0,100,37.7,0,0,35:07.4
172150,266,NULL,CHN,NTEQL,11:45.0,142,11:45.0,12:46.0,142,12:46.0,0.3,12:47.0,142,12:47.0,100,37.7,13:17.0,142,13:17.0,100,37.7,0,0,36:40.6
172151,266,NULL,CHN,NTEQL,13:17.0,142,13:17.0,14:23.0,142,14:23.0,0.3,14:24.0,142,14:24.0,100,37.7,14:54.0,142,14:54.0,100,37.7,0,0,38:19.6
172152,266,NULL,CHN,NTEQL,14:54.0,142,14:54.0,15:55.0,142,15:55.0,0.3,15:56.0,142,15:56.0,100,37.7,16:26.0,142,16:26.0,100,37.7,0,0,39:53.5
172153,266,NULL,CHN,NTEQL,16:26.0,142,16:26.0,17:32.0,142,17:32.0,0.3,17:33.0,142,17:33.0,100,37.7,18:03.0,142,18:03.0,100,37.7,0,0,41:32.2
172154,266,NULL,CHN,NTEQL,18:03.0,142,18:03.0,19:04.0,142,19:04.0,0.3,19:05.0,142,19:05.0,100,37.7,19:35.0,142,19:35.0,100,37.7,0,0,43:06.6
172155,266,NULL,CHN,NTEQL,19:35.0,142,19:35.0,20:41.0,142,20:41.0,0.3,20:42.0,142,20:42.0,100,37.7,21:12.0,142,21:12.0,100,37.7,0,0,44:45.0
172156,266,NULL,CHN,NTEQL,21:12.0,142,21:12.0,22:13.0,142,22:13.0,0.3,22:14.0,142,22:14.0,100,37.7,22:44.0,142,22:44.0,100,37.7,0,0,46:18.8
172157,266,NULL,CHN,NTEQL,22:44.0,142,22:44.0,23:50.0,142,23:50.0,0.3,23:51.0,142,23:51.0,100,37.7,24:21.0,142,24:21.0,100,37.7,0,0,47:57.6
172158,266,NULL,CHN,NTEQL,24:21.0,142,24:21.0,25:22.0,142,25:22.0,0.3,25:23.0,142,25:23.0,100,37.7,25:53.0,142,25:53.0,100,37.7,0,0,49:31.7
172159,266,NULL,CHN,NTEQL,25:53.0,142,25:53.0,26:59.0,142,26:59.0,0.3,27:00.0,142,27:00.0,100,37.7,27:30.0,142,27:30.0,100,37.7,0,0,51:10.4
172160,266,NULL,CHN,NTEQL,27:30.0,142,27:30.0,28:31.0,142,28:31.0,0.3,28:32.0,142,28:32.0,100,37.7,29:02.0,142,29:02.0,100,37.7,0,0,52:44.3
172161,266,NULL,CHN,NTEQL,29:02.0,142,29:02.0,30:08.0,142,30:08.0,0.3,30:09.0,142,30:09.0,100,37.7,30:39.0,142,30:39.0,100,37.7,0,0,54:35.5
172162,266,NULL,CHN,NTEQL,30:39.0,142,30:39.0,31:40.0,142,31:40.0,0.3,31:41.0,142,31:41.0,100,37.7,32:11.0,142,32:11.0,100,37.7,0,0,55:56.8
172163,266,NULL,CHN,NTEQL,32:11.0,142,32:11.0,33:17.0,142,33:17.0,0.3,33:18.0,142,33:18.0,100,37.7,33:48.0,142,33:48.0,100,37.7,0,0,57:35.6
172164,266,NULL,CHN,NTEQL,33:48.0,142,33:48.0,34:49.0,142,34:49.0,0.3,34:50.0,142,34:50.0,100,37.7,35:20.0,142,35:20.0,100,37.7,0,0,59:11.5
172165,266,NULL,CHN,NTEQL,35:20.0,142,35:20.0,36:26.0,142,36:26.0,0.3,36:27.0,142,36:27.0,100,37.7,36:57.0,142,36:57.0,100,37.7,0,0,00:48.4
172166,266,NULL,CHN,NTEQL,36:57.0,142,36:57.0,37:58.0,142,37:58.0,0.3,37:59.0,142,37:59.0,100,37.7,38:29.0,142,38:29.0,100,37.7,0,0,02:24.5
172167,266,NULL,CHN,NTEQL,38:29.0,142,38:29.0,39:35.0,142,39:35.0,0.3,39:36.0,142,39:36.0,100,37.7,40:06.0,142,40:06.0,100,37.7,0,0,04:01.3
172168,266,NULL,CHN,NTEQL,40:06.0,142,40:06.0,41:07.0,142,41:07.0,0.3,41:08.0,142,41:08.0,100,37.7,41:38.0,142,41:38.0,100,37.7,0,0,05:36.6
172169,266,NULL,CHN,NTEQL,41:38.0,142,41:38.0,42:44.0,142,42:44.0,0.3,42:45.0,142,42:45.0,100,37.7,43:15.0,142,43:15.0,100,37.7,0,0,07:13.8
172170,266,NULL,CHN,NTEQL,43:15.0,142,43:15.0,44:16.0,142,44:16.0,0.3,44:17.0,142,44:17.0,100,37.7,44:47.0,142,44:47.0,100,37.7,0,0,08:49.6
172171,266,NULL,CHN,NTEQL,44:47.0,142,44:47.0,45:53.0,142,45:53.0,0.3,45:54.0,142,45:54.0,100,37.7,46:24.0,142,46:24.0,100,37.7,0,0,10:38.5
172172,266,NULL,CHN,NTEQL,46:24.0,142,46:24.0,47:25.0,142,47:25.0,0.3,47:26.0,142,47:26.0,100,37.7,47:56.0,142,47:56.0,100,37.7,0,0,12:01.5
172173,266,NULL,CHN,NTEQL,47:56.0,142,47:56.0,49:02.0,142,49:02.0,0.3,49:03.0,142,49:03.0,100,37.7,49:33.0,142,49:33.0,100,37.7,0,0,13:39.6
172174,266,NULL,CHN,NTEQL,49:33.0,142,49:33.0,50:34.0,142,50:34.0,0.3,50:35.0,142,50:35.0,100,37.7,51:05.0,142,51:05.0,100,37.7,0,0,15:14.5
172175,266,NULL,CHN,NTEQL,51:05.0,142,51:05.0,52:11.0,142,52:11.0,0.3,52:12.0,142,52:12.0,100,37.7,52:42.0,142,52:42.0,100,37.7,0,0,17:03.4
172176,266,NULL,CHN,NTEQL,52:42.0,142,52:42.0,53:43.0,142,53:43.0,0.3,53:44.0,142,53:44.0,100,37.7,54:14.0,142,54:14.0,100,37.7,0,0,18:31.9
172177,266,NULL,CHN,NTEQL,54:14.0,142,54:14.0,55:20.0,142,55:20.0,0.3,55:21.0,142,55:21.0,100,37.7,55:51.0,142,55:51.0,100,37.7,0,0,20:10.6
172178,266,NULL,CHN,NTEQL,55:51.0,142,55:51.0,56:52.0,142,56:52.0,0.3,56:53.0,142,56:53.0,100,37.7,57:23.0,142,57:23.0,100,37.7,0,0,21:39.5
172179,266,NULL,CHN,NTEQL,57:23.0,142,57:23.0,58:29.0,142,58:29.0,0.3,58:30.0,142,58:30.0,100,37.7,59:00.0,142,59:00.0,100,37.7,0,0,23:23.2
172180,266,NULL,CHN,NTEQL,59:00.0,142,59:00.0,00:01.0,142,00:01.0,0.3,00:02.0,142,00:02.0,100,37.7,00:32.0,142,00:32.0,100,37.7,0,0,24:57.2
172181,266,NULL,CHN,NTEQL,00:32.0,142,00:32.0,01:38.0,142,01:38.0,0.3,01:39.0,142,01:39.0,100,37.7,02:09.0,142,02:09.0,100,37.7,0,0,26:36.1
172182,266,NULL,CHN,NTEQL,02:09.0,142,02:09.0,03:10.0,142,03:10.0,0.3,03:11.0,142,03:11.0,100,37.7,03:41.0,142,03:41.0,100,37.7,0,0,28:09.9
172183,266,NULL,CHN,NTEQL,03:41.0,142,03:41.0,04:47.0,142,04:47.0,0.3,04:48.0,142,04:48.0,100,37.7,05:18.0,142,05:18.0,100,37.7,0,0,29:48.9
172184,266,NULL,CHN,NTEQL,05:18.0,142,05:18.0,06:19.0,142,06:19.0,0.3,06:20.0,142,06:20.0,100,37.7,06:50.0,142,06:50.0,100,37.7,0,0,31:22.6
172185,266,NULL,CHN,NTEQL,06:50.0,142,06:50.0,07:56.0,142,07:56.0,0.3,07:57.0,142,07:57.0,100,37.7,08:27.0,142,08:27.0,100,37.7,0,0,33:01.8
172186,266,NULL,CHN,NTEQL,08:27.0,142,08:27.0,09:28.0,142,09:28.0,0.3,09:29.0,142,09:29.0,100,37.7,09:59.0,142,09:59.0,100,37.7,0,0,34:35.3
172187,266,NULL,CHN,NTEQL,09:59.0,142,09:59.0,11:05.0,142,11:05.0,0.3,11:06.0,142,11:06.0,100,37.7,11:36.0,142,11:36.0,100,37.7,0,0,36:14.0
172188,266,NULL,CHN,NTEQL,11:36.0,142,11:36.0,12:37.0,142,12:37.0,0.3,12:38.0,142,12:38.0,100,37.7,13:08.0,142,13:08.0,100,37.7,0,0,37:48.0
172189,266,NULL,CHN,NTEQL,13:08.0,142,13:08.0,14:14.0,142,14:14.0,0.3,14:15.0,142,14:15.0,100,37.7,14:45.0,142,14:45.0,100,37.7,0,0,39:26.8
172190,266,NULL,CHN,NTEQL,14:45.0,142,14:45.0,15:46.0,142,15:46.0,0.3,15:47.0,142,15:47.0,100,37.7,16:17.0,142,16:17.0,100,37.7,0,0,41:01.2
172191,266,NULL,CHN,NTEQL,16:17.0,142,16:17.0,17:23.0,142,17:23.0,0.3,17:24.0,142,17:24.0,100,37.7,17:54.0,142,17:54.0,100,37.7,0,0,42:45.3
172192,266,NULL,CHN,NTEQL,17:54.0,142,17:54.0,18:55.0,142,18:55.0,0.3,18:56.0,142,18:56.0,100,37.7,19:26.0,142,19:26.0,100,37.7,0,0,44:15.5
172193,266,NULL,CHN,NTEQL,19:26.0,142,19:26.0,20:32.0,142,20:32.0,0.3,20:33.0,142,20:33.0,100,37.7,21:03.0,142,21:03.0,100,37.7,0,0,46:05.4
172194,266,NULL,CHN,NTEQL,21:03.0,142,21:03.0,22:04.0,142,22:04.0,0.3,22:05.0,142,22:05.0,100,37.7,22:35.0,142,22:35.0,100,37.7,0,0,47:27.5
172195,266,NULL,CHN,NTEQL,22:35.0,142,22:35.0,23:41.0,142,23:41.0,0.3,23:42.0,142,23:42.0,100,37.7,24:12.0,142,24:12.0,100,37.7,0,0,49:16.4
172196,266,NULL,CHN,NTEQL,24:12.0,142,24:12.0,25:13.0,142,25:13.0,0.3,25:14.0,142,25:14.0,100,37.7,25:44.0,142,25:44.0,100,37.7,0,0,50:44.7
172197,266,NULL,CHN,NTEQL,25:44.0,142,25:44.0,26:50.0,142,26:50.0,0.3,26:51.0,142,26:51.0,100,37.7,27:21.0,142,27:21.0,100,37.7,0,0,52:29.3
172198,266,NULL,CHN,NTEQL,27:21.0,142,27:21.0,28:22.0,142,28:22.0,0.3,28:23.0,142,28:23.0,100,37.7,28:53.0,142,28:53.0,100,37.7,0,0,53:52.5
172199,266,NULL,CHN,NTEQL,28:53.0,142,28:53.0,29:59.0,142,29:59.0,0.3,30:00.0,142,30:00.0,100,37.7,30:30.0,142,30:30.0,100,37.7,0,0,55:42.3
172200,266,NULL,CHN,NTEQL,30:30.0,142,30:30.0,31:31.0,142,31:31.0,0.3,31:32.0,142,31:32.0,100,37.7,32:02.0,142,32:02.0,100,37.7,0,0,57:05.7
172201,266,NULL,CHN,NTEQL,32:02.0,142,32:02.0,33:08.0,142,33:08.0,0.3,33:09.0,142,33:09.0,100,37.7,33:39.0,142,33:39.0,100,37.7,0,0,58:55.3
172202,266,NULL,CHN,NTEQL,33:39.0,142,33:39.0,34:40.0,142,34:40.0,0.3,34:41.0,142,34:41.0,100,37.7,35:11.0,142,35:11.0,100,37.7,0,0,00:18.5
172203,266,NULL,CHN,NTEQL,35:11.0,142,35:11.0,36:17.0,142,36:17.0,0.3,36:18.0,142,36:18.0,100,37.7,36:48.0,142,36:48.0,100,37.7,0,0,02:01.5
172204,266,NULL,CHN,NTEQL,36:48.0,142,36:48.0,37:49.0,142,37:49.0,0.3,37:50.0,142,37:50.0,100,37.7,38:20.0,142,38:20.0,100,37.7,0,0,03:35.5
172205,266,NULL,CHN,NTEQL,38:20.0,142,38:20.0,39:26.0,142,39:26.0,0.3,39:27.0,142,39:27.0,100,37.7,39:57.0,142,39:57.0,100,37.7,0,0,05:14.4
172206,266,NULL,CHN,NTEQL,39:57.0,142,39:57.0,40:58.0,142,40:58.0,0.3,40:59.0,142,40:59.0,100,37.7,41:29.0,142,41:29.0,100,37.7,0,0,06:48.2
172207,266,NULL,CHN,NTEQL,41:29.0,142,41:29.0,42:35.0,142,42:35.0,0.3,42:36.0,142,42:36.0,100,37.7,43:06.0,142,43:06.0,100,37.7,0,0,08:26.9
172208,266,NULL,CHN,NTEQL,43:06.0,142,43:06.0,44:07.0,142,44:07.0,0.3,44:08.0,142,44:08.0,100,37.7,44:38.0,142,44:38.0,100,37.7,0,0,10:00.9
172209,266,NULL,CHN,NTEQL,44:38.0,142,44:38.0,45:44.0,142,45:44.0,0.3,45:45.0,142,45:45.0,100,37.7,46:15.0,142,46:15.0,100,37.7,0,0,11:40.1
172210,266,NULL,CHN,NTEQL,46:15.0,142,46:15.0,47:16.0,142,47:16.0,0.3,47:17.0,142,47:17.0,100,37.7,47:47.0,142,47:47.0,100,37.7,0,0,13:13.5
172211,266,NULL,CHN,NTEQL,47:47.0,142,47:47.0,48:53.0,142,48:53.0,0.3,48:54.0,142,48:54.0,100,37.7,49:24.0,142,49:24.0,100,37.7,0,0,14:52.5
172212,266,NULL,CHN,NTEQL,49:24.0,142,49:24.0,50:25.0,142,50:25.0,0.3,50:26.0,142,50:26.0,100,37.7,50:56.0,142,50:56.0,100,37.7,0,0,16:26.3
172213,266,NULL,CHN,NTEQL,50:56.0,142,50:56.0,52:02.0,142,52:02.0,0.3,52:03.0,142,52:03.0,100,37.7,52:33.0,142,52:33.0,100,37.7,0,0,18:05.1
172214,266,NULL,CHN,NTEQL,52:33.0,142,52:33.0,53:34.0,142,53:34.0,0.3,53:35.0,142,53:35.0,100,37.7,54:05.0,142,54:05.0,100,37.7,0,0,19:39.5
172215,266,NULL,CHN,NTEQL,54:05.0,142,54:05.0,55:11.0,142,55:11.0,0.3,55:12.0,142,55:12.0,100,37.7,55:42.0,142,55:42.0,100,37.7,0,0,21:17.7
172216,266,NULL,CHN,NTEQL,55:42.0,142,55:42.0,56:43.0,142,56:43.0,0.3,56:44.0,142,56:44.0,100,37.7,57:14.0,142,57:14.0,100,37.7,0,0,22:51.5
172217,266,NULL,CHN,NTEQL,57:14.0,142,57:14.0,58:20.0,142,58:20.0,0.3,58:21.0,142,58:21.0,100,37.7,58:51.0,142,58:51.0,100,37.7,0,0,24:30.5
