'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
13,1A521875,RM6000,New Castle,25491,4/15/2020,7:29:33 AM,EDT,NC-005,Low,2,1,2,3,10,0,,,,,4/15/2020,7:29:33 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,7:40:27 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/15/2020,7:40:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,9:29:17 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,4/15/2020,9:29:16 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,9:37:57 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/15/2020,9:37:59 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,9:59:09 AM,EDT,7C0ECE607089,Low,2,1,2,2,10,0,,,,,4/15/2020,9:59:08 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,12:38:19 PM,EDT,7C0ECE607086,Low,2,1,2,3,10,0,,,,,4/15/2020,12:38:21 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,12:57:09 PM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/15/2020,12:57:11 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,1:23:53 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/15/2020,1:23:52 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,1:40:53 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,4/15/2020,1:40:55 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/15/2020,1:46:23 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/15/2020,1:46:22 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,7:23:34 AM,EDT,00C88BC11A79,Low,2,0,2,3,10,0,,,,,4/16/2020,7:23:33 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,7:42:50 AM,EDT,B4DE318A2AD6,Low,2,1,2,2,10,0,,,,,4/16/2020,7:42:51 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,7:50:14 AM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/16/2020,7:50:12 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,9:44:38 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/16/2020,9:44:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,9:53:34 AM,EDT,B4DE318A2AD6,Low,2,1,2,2,10,0,,,,,4/16/2020,9:53:36 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,10:03:14 AM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,4/16/2020,10:03:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,10:40:24 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/16/2020,10:40:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,10:51:19 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/16/2020,10:51:18 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,11:04:11 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/16/2020,11:04:10 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,12:31:30 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/16/2020,12:31:29 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/16/2020,12:44:45 PM,EDT,NC-005,Low,2,1,2,3,10,0,,,,,4/16/2020,12:44:46 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,7:25:23 AM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,4/17/2020,7:25:26 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,7:36:16 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/17/2020,7:36:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,7:44:19 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/17/2020,7:44:18 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,12:32:33 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/17/2020,12:32:34 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,12:41:52 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/17/2020,12:41:51 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,12:50:36 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/17/2020,12:50:36 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,1:28:27 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/17/2020,1:28:26 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,1:34:02 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/17/2020,1:34:03 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/17/2020,1:57:45 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/17/2020,1:57:46 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,7:42:30 AM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,4/20/2020,7:42:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,7:53:35 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/20/2020,7:53:32 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,8:09:55 AM,EDT,B4DE318A2AD6,Low,2,0,2,3,10,0,,,,,4/20/2020,8:09:55 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,8:54:38 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,4/20/2020,8:54:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,9:36:45 AM,EDT,B4DE318A2AD6,Low,2,0,2,2,10,0,,,,,4/20/2020,9:36:43 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,10:01:33 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/20/2020,10:01:34 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/20/2020,10:11:47 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/20/2020,10:11:45 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,7:24:38 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/21/2020,7:24:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,7:32:16 AM,EDT,B4DE31962069,Low,2,1,2,4,10,0,,,,,4/21/2020,7:32:13 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,7:46:10 AM,EDT,B4DE318A2AD9,Low,2,1,2,4,10,0,,,,,4/21/2020,7:46:08 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,7:52:37 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/21/2020,7:52:36 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,8:03:42 AM,EDT,005D73D62129,Low,2,0,2,3,10,0,,,,,4/21/2020,8:03:40 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/21/2020,10:23:14 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,4/21/2020,10:23:12 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,7:14:41 AM,EDT,B4DE318A2AD6,Low,2,0,2,2,10,0,,,,,4/22/2020,7:14:40 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,7:27:06 AM,EDT,B4DE318A2AD6,Low,2,1,2,4,10,0,,,,,4/22/2020,7:27:03 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,7:38:49 AM,EDT,B4DE318A2AD9,Low,2,1,2,4,10,0,,,,,4/22/2020,7:38:51 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,9:18:50 AM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/22/2020,9:18:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,9:28:43 AM,EDT,B4DE319624B6,Low,2,1,2,2,10,0,,,,,4/22/2020,9:28:42 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,9:34:06 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/22/2020,9:34:03 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,12:25:59 PM,EDT,B4DE318A2AD6,Low,2,1,2,2,10,0,,,,,4/22/2020,12:25:56 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/22/2020,12:32:56 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/22/2020,12:32:56 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/23/2020,7:25:27 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,4/23/2020,7:25:27 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/24/2020,7:33:40 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/24/2020,7:33:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/24/2020,7:41:38 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/24/2020,7:41:37 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/24/2020,8:19:00 AM,EDT,7C0ECE607086,Low,2,1,2,3,10,0,,,,,4/24/2020,8:18:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/24/2020,8:26:39 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/24/2020,8:26:35 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,7:58:25 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/28/2020,7:58:21 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,8:07:05 AM,EDT,00C88BC11A79,Low,2,1,2,4,10,0,,,,,4/28/2020,8:07:03 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,8:14:54 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,4/28/2020,8:14:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,9:19:14 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/28/2020,9:19:10 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,9:31:56 AM,EDT,NC-005,Low,2,1,2,3,10,0,,,,,4/28/2020,9:31:58 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,9:55:10 AM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/28/2020,9:55:06 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,10:04:06 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/28/2020,10:04:09 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,10:14:48 AM,EDT,00C88BC11A79,Low,2,0,2,3,10,0,,,,,4/28/2020,10:14:46 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,12:38:26 PM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/28/2020,12:38:25 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,12:50:28 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/28/2020,12:50:25 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/28/2020,12:57:55 PM,EDT,380E4D85F6F6,Low,2,1,2,3,10,0,,,,,4/28/2020,12:57:52 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,7:14:02 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,7:14:06 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,7:31:20 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,7:31:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,7:37:30 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,7:37:34 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,9:32:55 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,9:32:53 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,9:42:21 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,9:42:19 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,10:00:25 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,10:00:21 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,10:41:17 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,10:41:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,10:48:13 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,10:48:08 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,10:55:48 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,10:55:44 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,12:30:37 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,12:30:32 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,12:40:42 PM,EDT,7C0ECE607086,Low,2,1,2,3,10,0,,,,,4/29/2020,12:40:37 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,12:45:52 PM,EDT,7C0ECE607086,Low,2,1,2,3,10,0,,,,,4/29/2020,12:45:50 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,2:19:34 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/29/2020,2:19:31 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,2:31:17 PM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/29/2020,2:31:14 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/29/2020,2:42:04 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/29/2020,2:41:59 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,7:16:33 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,7:16:38 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,7:27:39 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,4/30/2020,7:27:34 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,7:49:20 AM,EDT,NC-005,Low,2,1,2,3,10,0,,,,,4/30/2020,7:49:18 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,7:56:52 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/30/2020,7:56:55 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,8:03:18 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/30/2020,8:03:13 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,9:32:38 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/30/2020,9:32:36 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,10:04:42 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,10:04:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,10:17:53 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/30/2020,10:17:48 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,11:25:53 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,11:25:51 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,12:29:58 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,12:29:53 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,12:47:14 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,12:47:09 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,12:56:38 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,12:56:35 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,2:38:49 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,4/30/2020,2:38:47 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,4/30/2020,2:51:38 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,2:51:36 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/6/2020,9:54:44 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/6/2020,9:54:49 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/14/2020,1:51:44 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/14/2020,1:51:46 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/14/2020,2:01:57 PM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/14/2020,2:01:57 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,11:57:58 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/20/2020,11:57:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,1:17:48 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/20/2020,1:17:48 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,1:38:07 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/20/2020,1:38:05 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,1:48:11 PM,EDT,B4DE318A2AD6,Low,2,1,2,3,10,0,,,,,4/20/2020,1:48:08 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,2:25:29 PM,EDT,B4DE31962069,Low,2,1,2,3,10,0,,,,,4/20/2020,2:25:29 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,2:34:46 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/20/2020,2:34:44 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/20/2020,2:44:34 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/20/2020,2:44:34 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,10:56:11 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/21/2020,10:56:11 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,11:11:11 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/21/2020,11:11:16 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,11:25:25 AM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/21/2020,11:25:24 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,11:40:36 AM,EDT,NC-005,Low,2,1,2,3,10,0,,,,,4/21/2020,11:40:36 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,11:51:20 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,4/21/2020,11:51:20 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,12:55:31 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/21/2020,12:55:32 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,1:07:31 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/21/2020,1:07:31 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,1:28:48 PM,EDT,NC-005,Low,2,1,2,2,10,0,,,,,4/21/2020,1:28:49 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,1:37:53 PM,EDT,B4DE318A2AD6,Low,2,1,2,2,10,0,,,,,4/21/2020,1:37:52 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,1:52:22 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/21/2020,1:52:20 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,2:10:27 PM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,4/21/2020,2:10:27 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,2:14:05 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/21/2020,2:14:02 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/21/2020,2:49:13 PM,EDT,B4DE318A2AD6,Low,2,1,2,2,10,0,,,,,4/21/2020,2:49:13 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,12:45:37 PM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,4/22/2020,12:45:34 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,12:50:55 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/22/2020,12:51:01 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,12:58:41 PM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,4/22/2020,12:58:40 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,1:26:37 PM,EDT,7C0ECE607086,Low,2,1,2,3,10,0,,,,,4/22/2020,1:26:38 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,1:32:43 PM,EDT,7C0ECE607086,Low,2,1,2,4,10,0,,,,,4/22/2020,1:32:40 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,1:45:42 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/22/2020,1:45:39 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,1:54:16 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/22/2020,1:54:15 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/22/2020,2:10:29 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/22/2020,2:10:29 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,7:52:31 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,4/23/2020,7:52:28 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,8:04:30 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/23/2020,8:04:29 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,8:25:38 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/23/2020,8:25:37 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,9:28:13 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/23/2020,9:28:12 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,9:50:49 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/23/2020,9:50:48 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,10:06:22 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/23/2020,10:06:19 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,10:50:52 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,4/23/2020,10:50:52 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,10:58:35 AM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,4/23/2020,10:58:32 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,11:03:16 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/23/2020,11:03:14 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,12:34:09 PM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,4/23/2020,12:34:08 PM,EDT,Auto Acknowledged by System
